SPECIES,SITE,PLOT,Year,Month,NEWROS,RAMET,stage.modified,PrevStage,PrevYear,NextStage,NextYear,firstYear,firstStage,lastYear,lastStage,Survival
WL,APP,PLOT A,2005,July,45.12,62,SR,First.Appearance,NA,MR,2006,2005,SR,2009,SF,Yes
WL,APP,PLOT A,2006,July,45.12,62,MR,SR,2005,inactive,2007,2005,SR,2009,SF,Yes
WL,APP,PLOT A,2007,July,45.12,62,inactive,MR,2006,SR,2008,2005,SR,2009,SF,Yes
WL,APP,PLOT A,2008,June,45.12,62,SR,inactive,2007,SF,2009,2005,SR,2009,SF,Yes
WL,APP,PLOT A,2009,June,45.12,62,SF,SR,2008,Dead,NA,2005,SR,2009,SF,No
WL,APP,PLOT A,1990,July,46,63,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,APP,PLOT A,1992,May,47,64,SR,First.Appearance,NA,Dead,NA,1992,SR,1992,SR,No
WL,APP,PLOT A,1990,July,48.1,65,SR,No.record,NA,SR,1991,1990,SR,1993,MF,Yes
WL,APP,PLOT A,1991,July,48.1,65,SR,SR,1990,SR,1992,1990,SR,1993,MF,Yes
WL,APP,PLOT A,1992,July,48.1,65,SR,SR,1991,MF,1993,1990,SR,1993,MF,Yes
WL,APP,PLOT A,1993,July,48.1,65,MF,SR,1992,Dead,NA,1990,SR,1993,MF,No
WL,APP,PLOT A,1996,July,48.2,66,MR,First.Appearance,NA,SR,1997,1996,MR,2000,MR,Yes
WL,APP,PLOT A,1997,July,48.2,66,SR,MR,1996,MR,1998,1996,MR,2000,MR,Yes
WL,APP,PLOT A,1998,July,48.2,66,MR,SR,1997,MR,1999,1996,MR,2000,MR,Yes
WL,APP,PLOT A,1999,July,48.2,66,MR,MR,1998,MR,2000,1996,MR,2000,MR,Yes
WL,APP,PLOT A,2000,May,48.2,66,MR,MR,1999,Dead,NA,1996,MR,2000,MR,No
WL,APP,PLOT A,1999,July,49,67,SR,First.Appearance,NA,SR,2000,1999,SR,2000,SR,Yes
WL,APP,PLOT A,2000,May,49,67,SR,SR,1999,Dead,NA,1999,SR,2000,SR,No
WL,APP,PLOT A,1990,July,50.1,68,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,APP,PLOT A,1992,July,50.2,69,SR,First.Appearance,NA,SR,1993,1992,SR,1998,SR,Yes
WL,APP,PLOT A,1993,July,50.2,69,SR,SR,1992,SR,1994,1992,SR,1998,SR,Yes
WL,APP,PLOT A,1994,July,50.2,69,SR,SR,1993,SR,1995,1992,SR,1998,SR,Yes
WL,APP,PLOT A,1995,July,50.2,69,SR,SR,1994,SR,1996,1992,SR,1998,SR,Yes
WL,APP,PLOT A,1996,July,50.2,69,SR,SR,1995,SR,1997,1992,SR,1998,SR,Yes
WL,APP,PLOT A,1997,May,50.2,69,SR,SR,1996,SR,1998,1992,SR,1998,SR,Yes
WL,APP,PLOT A,1998,July,50.2,69,SR,SR,1997,Dead,NA,1992,SR,1998,SR,No
WL,APP,PLOT A,1995,July,51.1,70,SR,First.Appearance,NA,SR,1996,1995,SR,1997,SR,Yes
WL,APP,PLOT A,1996,July,51.1,70,SR,SR,1995,SR,1997,1995,SR,1997,SR,Yes
WL,APP,PLOT A,1997,May,51.1,70,SR,SR,1996,Dead,NA,1995,SR,1997,SR,No
WL,APP,PLOT A,1998,July,51.2,71,SR,First.Appearance,NA,SR,1999,1998,SR,2000,SR,Yes
WL,APP,PLOT A,1999,July,51.2,71,SR,SR,1998,SR,2000,1998,SR,2000,SR,Yes
WL,APP,PLOT A,2000,May,51.2,71,SR,SR,1999,Dead,NA,1998,SR,2000,SR,No
WL,APP,PLOT A,1990,July,52.1,72,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT A,1991,July,52.1,72,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT A,1992,July,52.1,72,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT A,1993,July,52.2,73,MF,First.Appearance,NA,Dead,NA,1993,MF,1993,MF,No
WL,APP,PLOT A,1994,July,52.3,74,MR,First.Appearance,NA,SR,1995,1994,MR,1995,SR,Yes
WL,APP,PLOT A,1995,July,52.3,74,SR,MR,1994,Dead,NA,1994,MR,1995,SR,No
WL,APP,PLOT A,1997,July,52.4,75,SR,First.Appearance,NA,SR,1998,1997,SR,1999,SR,Yes
WL,APP,PLOT A,1998,July,52.4,75,SR,SR,1997,SR,1999,1997,SR,1999,SR,Yes
WL,APP,PLOT A,1999,July,52.4,75,SR,SR,1998,Dead,NA,1997,SR,1999,SR,No
WL,APP,PLOT A,1994,May,53,76,Seedling,First.Appearance,NA,SR,1995,1994,Seedling,1999,SR,Yes
WL,APP,PLOT A,1995,July,53,76,SR,Seedling,1994,SR,1996,1994,Seedling,1999,SR,Yes
WL,APP,PLOT A,1996,July,53,76,SR,SR,1995,inactive,1997,1994,Seedling,1999,SR,Yes
WL,APP,PLOT A,1997,May,53,76,inactive,SR,1996,SR,1998,1994,Seedling,1999,SR,Yes
WL,APP,PLOT A,1998,July,53,76,SR,inactive,1997,SR,1999,1994,Seedling,1999,SR,Yes
WL,APP,PLOT A,1999,July,53,76,SR,SR,1998,Dead,NA,1994,Seedling,1999,SR,No
WL,APP,PLOT A,1994,May,54,77,SR,First.Appearance,NA,SR,1995,1994,SR,2000,MR,Yes
WL,APP,PLOT A,1995,July,54,77,SR,SR,1994,SR,1996,1994,SR,2000,MR,Yes
WL,APP,PLOT A,1996,July,54,77,SR,SR,1995,SR,1997,1994,SR,2000,MR,Yes
WL,APP,PLOT A,1997,July,54,77,SR,SR,1996,SR,1998,1994,SR,2000,MR,Yes
WL,APP,PLOT A,1998,July,54,77,SR,SR,1997,MR,1999,1994,SR,2000,MR,Yes
WL,APP,PLOT A,1999,July,54,77,MR,SR,1998,MR,2000,1994,SR,2000,MR,Yes
WL,APP,PLOT A,2000,May,54,77,MR,MR,1999,Dead,NA,1994,SR,2000,MR,No
WL,APP,PLOT A,1990,May,55.1,78,SR,No.record,NA,SR,1991,1990,SR,1993,SF,Yes
WL,APP,PLOT A,1991,July,55.1,78,SR,SR,1990,SR,1992,1990,SR,1993,SF,Yes
WL,APP,PLOT A,1992,July,55.1,78,SR,SR,1991,SF,1993,1990,SR,1993,SF,Yes
WL,APP,PLOT A,1993,July,55.1,78,SF,SR,1992,Dead,NA,1990,SR,1993,SF,No
WL,APP,PLOT A,1995,July,55.2,79,SR,First.Appearance,NA,SR,1996,1995,SR,1999,SR,Yes
WL,APP,PLOT A,1996,July,55.2,79,SR,SR,1995,SR,1997,1995,SR,1999,SR,Yes
WL,APP,PLOT A,1997,July,55.2,79,SR,SR,1996,SR,1998,1995,SR,1999,SR,Yes
WL,APP,PLOT A,1998,July,55.2,79,SR,SR,1997,SR,1999,1995,SR,1999,SR,Yes
WL,APP,PLOT A,1999,July,55.2,79,SR,SR,1998,Dead,NA,1995,SR,1999,SR,No
WL,APP,PLOT A,1996,July,56.1,80,SR,First.Appearance,NA,SR,1997,1996,SR,1998,MR,Yes
WL,APP,PLOT A,1997,July,56.1,80,SR,SR,1996,MR,1998,1996,SR,1998,MR,Yes
WL,APP,PLOT A,1998,July,56.1,80,MR,SR,1997,Dead,NA,1996,SR,1998,MR,No
WL,APP,PLOT A,1999,July,56.2,81,SR,First.Appearance,NA,SR,2000,1999,SR,2001,SR,Yes
WL,APP,PLOT A,2000,May,56.2,81,SR,SR,1999,SR,2001,1999,SR,2001,SR,Yes
WL,APP,PLOT A,2001,May,56.2,81,SR,SR,2000,Dead,NA,1999,SR,2001,SR,No
WL,APP,PLOT A,1990,July,58,82,SR,No.record,NA,SR,1991,1990,SR,1998,SR,Yes
WL,APP,PLOT A,1991,July,58,82,SR,SR,1990,SR,1992,1990,SR,1998,SR,Yes
WL,APP,PLOT A,1992,May,58,82,SR,SR,1991,SR,1993,1990,SR,1998,SR,Yes
WL,APP,PLOT A,1993,July,58,82,SR,SR,1992,MR,1994,1990,SR,1998,SR,Yes
WL,APP,PLOT A,1994,July,58,82,MR,SR,1993,MR,1995,1990,SR,1998,SR,Yes
WL,APP,PLOT A,1995,May,58,82,MR,MR,1994,SR,1996,1990,SR,1998,SR,Yes
WL,APP,PLOT A,1996,July,58,82,SR,MR,1995,SR,1997,1990,SR,1998,SR,Yes
WL,APP,PLOT A,1997,July,58,82,SR,SR,1996,SR,1998,1990,SR,1998,SR,Yes
WL,APP,PLOT A,1998,July,58,82,SR,SR,1997,Dead,NA,1990,SR,1998,SR,No
WL,APP,PLOT A,1999,July,59.2,83,SR,First.Appearance,NA,SR,2000,1999,SR,2001,SR,Yes
WL,APP,PLOT A,2000,May,59.2,83,SR,SR,1999,SR,2001,1999,SR,2001,SR,Yes
WL,APP,PLOT A,2001,May,59.2,83,SR,SR,2000,Dead,NA,1999,SR,2001,SR,No
WL,APP,PLOT A,1995,July,60.1,84,SR,First.Appearance,NA,SR,1996,1995,SR,1996,SR,Yes
WL,APP,PLOT A,1996,May,60.1,84,SR,SR,1995,Dead,NA,1995,SR,1996,SR,No
WL,APP,PLOT A,1998,May,60.2,85,MR,First.Appearance,NA,Dead,NA,1998,MR,1998,MR,No
WL,APP,PLOT A,1999,July,60.3,86,MR,First.Appearance,NA,MR,2000,1999,MR,2002,MR,Yes
WL,APP,PLOT A,2000,May,60.3,86,MR,MR,1999,MR,2001,1999,MR,2002,MR,Yes
WL,APP,PLOT A,2001,May,60.3,86,MR,MR,2000,MR,2002,1999,MR,2002,MR,Yes
WL,APP,PLOT A,2002,June,60.3,86,MR,MR,2001,Dead,NA,1999,MR,2002,MR,No
WL,APP,PLOT A,1996,July,61,87,SR,First.Appearance,NA,SR,1997,1996,SR,2002,MR,Yes
WL,APP,PLOT A,1997,July,61,87,SR,SR,1996,MR,1998,1996,SR,2002,MR,Yes
WL,APP,PLOT A,1998,July,61,87,MR,SR,1997,SR,1999,1996,SR,2002,MR,Yes
WL,APP,PLOT A,1999,July,61,87,SR,MR,1998,SR,2000,1996,SR,2002,MR,Yes
WL,APP,PLOT A,2000,May,61,87,SR,SR,1999,SR,2001,1996,SR,2002,MR,Yes
WL,APP,PLOT A,2001,May,61,87,SR,SR,2000,MR,2002,1996,SR,2002,MR,Yes
WL,APP,PLOT A,2002,June,61,87,MR,SR,2001,Dead,NA,1996,SR,2002,MR,No
WL,APP,PLOT A,1990,July,62,88,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,APP,PLOT A,1990,July,63,89,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,APP,PLOT A,1996,May,68.1,90,SR,First.Appearance,NA,Dead,NA,1996,SR,1996,SR,No
WL,APP,PLOT A,1998,July,68.2,91,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT A,1994,July,72.2,93,SR,First.Appearance,NA,Dead,NA,1994,SR,1994,SR,No
WL,APP,PLOT A,1997,July,73.1,94,SR,First.Appearance,NA,Dead,NA,1997,SR,1997,SR,No
WL,APP,PLOT A,1998,July,73.2,95,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT A,1992,July,74.1,96,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT A,1993,July,74.1,96,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT A,1994,July,74.2,97,SR,First.Appearance,NA,Dead,NA,1994,SR,1994,SR,No
WL,APP,PLOT A,1996,July,74.3,98,SR,First.Appearance,NA,SR,1997,1996,SR,1997,SR,Yes
WL,APP,PLOT A,1997,July,74.3,98,SR,SR,1996,Dead,NA,1996,SR,1997,SR,No
WL,APP,PLOT A,1992,July,77.1,99,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT A,1993,July,77.1,99,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT A,1994,July,77.2,100,SF,First.Appearance,NA,Dead,NA,1994,SF,1994,SF,No
WL,APP,PLOT A,1995,July,77.3,101,SR,First.Appearance,NA,Dead,NA,1995,SR,1995,SR,No
WL,APP,PLOT A,1996,July,77.4,102,SR,First.Appearance,NA,Dead,NA,1996,SR,1996,SR,No
WL,APP,PLOT A,1997,July,77.5,103,SR,First.Appearance,NA,SR,1998,1997,SR,1998,SR,Yes
WL,APP,PLOT A,1998,July,77.5,103,SR,SR,1997,Dead,NA,1997,SR,1998,SR,No
