SPECIES,SITE,PLOT,Year,Month,NEWROS,RAMET,stage.modified,PrevStage,PrevYear,NextStage,NextYear,firstYear,firstStage,lastYear,lastStage,Survival
WL,APP,PLOT C,1998,July,51.2,22,SR,First.Appearance,NA,SR,1999,1998,SR,2002,SR,Yes
WL,APP,PLOT C,1999,July,51.2,22,SR,SR,1998,SR,2000,1998,SR,2002,SR,Yes
WL,APP,PLOT C,2000,May,51.2,22,SR,SR,1999,SR,2001,1998,SR,2002,SR,Yes
WL,APP,PLOT C,2001,May,51.2,22,SR,SR,2000,SR,2002,1998,SR,2002,SR,Yes
WL,APP,PLOT C,2002,July,51.2,22,SR,SR,2001,Dead,NA,1998,SR,2002,SR,No
WL,APP,PLOT C,1996,July,59,23,SR,First.Appearance,NA,SR,1997,1996,SR,1998,SR,Yes
WL,APP,PLOT C,1997,July,59,23,SR,SR,1996,SR,1998,1996,SR,1998,SR,Yes
WL,APP,PLOT C,1998,July,59,23,SR,SR,1997,Dead,NA,1996,SR,1998,SR,No
WL,APP,PLOT C,1996,July,60.1,24,SR,First.Appearance,NA,SR,1997,1996,SR,1998,SR,Yes
WL,APP,PLOT C,1997,July,60.1,24,SR,SR,1996,SR,1998,1996,SR,1998,SR,Yes
WL,APP,PLOT C,1998,May,60.1,24,SR,SR,1997,Dead,NA,1996,SR,1998,SR,No
WL,APP,PLOT C,1999,July,60.2,25,SR,First.Appearance,NA,SR,2000,1999,SR,2002,SR,Yes
WL,APP,PLOT C,2000,May,60.2,25,SR,SR,1999,SR,2001,1999,SR,2002,SR,Yes
WL,APP,PLOT C,2001,May,60.2,25,SR,SR,2000,SR,2002,1999,SR,2002,SR,Yes
WL,APP,PLOT C,2002,July,60.2,25,SR,SR,2001,Dead,NA,1999,SR,2002,SR,No
WL,APP,PLOT C,1996,July,61,26,SR,First.Appearance,NA,SR,1997,1996,SR,1997,SR,Yes
WL,APP,PLOT C,1997,May,61,26,SR,SR,1996,Dead,NA,1996,SR,1997,SR,No
WL,APP,PLOT C,1996,July,62,27,SR,First.Appearance,NA,Dead,NA,1996,SR,1996,SR,No
WL,APP,PLOT C,1996,July,65,28,SR,First.Appearance,NA,SR,1997,1996,SR,1998,SR,Yes
WL,APP,PLOT C,1997,July,65,28,SR,SR,1996,SR,1998,1996,SR,1998,SR,Yes
WL,APP,PLOT C,1998,May,65,28,SR,SR,1997,Dead,NA,1996,SR,1998,SR,No
WL,APP,PLOT C,1996,July,66,29,SR,First.Appearance,NA,SR,1997,1996,SR,1997,SR,Yes
WL,APP,PLOT C,1997,July,66,29,SR,SR,1996,Dead,NA,1996,SR,1997,SR,No
WL,APP,PLOT C,1996,May,67,30,Seedling,First.Appearance,NA,Dead,NA,1996,Seedling,1996,Seedling,No
WL,APP,PLOT C,1996,July,68,31,SR,First.Appearance,NA,SR,1997,1996,SR,1998,SR,Yes
WL,APP,PLOT C,1997,May,68,31,SR,SR,1996,SR,1998,1996,SR,1998,SR,Yes
WL,APP,PLOT C,1998,May,68,31,SR,SR,1997,Dead,NA,1996,SR,1998,SR,No
WL,APP,PLOT C,1996,July,69,32,SR,First.Appearance,NA,SR,1997,1996,SR,1997,SR,Yes
WL,APP,PLOT C,1997,May,69,32,SR,SR,1996,Dead,NA,1996,SR,1997,SR,No
WL,APP,PLOT C,2005,July,78,33,SR,First.Appearance,NA,SR,2006,2005,SR,2009,SR,Yes
WL,APP,PLOT C,2006,July,78,33,SR,SR,2005,SR,2007,2005,SR,2009,SR,Yes
WL,APP,PLOT C,2007,June,78,33,SR,SR,2006,SR,2008,2005,SR,2009,SR,Yes
WL,APP,PLOT C,2008,June,78,33,SR,SR,2007,SR,2009,2005,SR,2009,SR,Yes
WL,APP,PLOT C,2009,June,78,33,SR,SR,2008,NA,NA,2005,SR,2009,SR,NA
WL,APP,PLOT C,2002,July,87,34,SR,First.Appearance,NA,Dead,NA,2002,SR,2002,SR,No
WL,APP,PLOT C,1992,July,88.1,35,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT C,1993,July,88.1,35,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT C,1994,May,88.2,36,SR,First.Appearance,NA,Dead,NA,1994,SR,1994,SR,No
WL,APP,PLOT C,1992,July,89.1,37,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT C,1993,July,89.1,37,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT C,2002,July,89.2,38,MR,First.Appearance,NA,inactive,2003,2002,MR,2005,SR,Yes
WL,APP,PLOT C,2003,May,89.2,38,inactive,MR,2002,SR,2004,2002,MR,2005,SR,Yes
WL,APP,PLOT C,2004,May,89.2,38,SR,inactive,2003,SR,2005,2002,MR,2005,SR,Yes
WL,APP,PLOT C,2005,July,89.2,38,SR,SR,2004,Dead,NA,2002,MR,2005,SR,No
WL,APP,PLOT C,1992,July,90,39,SR,First.Appearance,NA,SR,1993,1992,SR,1996,SR,Yes
WL,APP,PLOT C,1993,July,90,39,SR,SR,1992,SR,1994,1992,SR,1996,SR,Yes
WL,APP,PLOT C,1994,July,90,39,SR,SR,1993,SR,1995,1992,SR,1996,SR,Yes
WL,APP,PLOT C,1995,July,90,39,SR,SR,1994,SR,1996,1992,SR,1996,SR,Yes
WL,APP,PLOT C,1996,July,90,39,SR,SR,1995,Dead,NA,1992,SR,1996,SR,No
WL,APP,PLOT C,1992,July,91.1,40,SR,First.Appearance,NA,Dead,NA,1992,SR,1992,SR,No
WL,APP,PLOT C,1995,July,91.2,41,SR,First.Appearance,NA,SF,1996,1995,SR,1996,SF,Yes
WL,APP,PLOT C,1996,July,91.2,41,SF,SR,1995,Dead,NA,1995,SR,1996,SF,No
WL,APP,PLOT C,1990,July,92.1,42,SR,No.record,NA,SF,1991,1990,SR,1991,SF,Yes
WL,APP,PLOT C,1991,July,92.1,42,SF,SR,1990,Dead,NA,1990,SR,1991,SF,No
WL,APP,PLOT C,1992,July,92.2,43,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT C,1993,July,92.2,43,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT C,1992,July,93.1,44,SR,First.Appearance,NA,SR,1993,1992,SR,1995,SF,Yes
WL,APP,PLOT C,1993,July,93.1,44,SR,SR,1992,SR,1994,1992,SR,1995,SF,Yes
WL,APP,PLOT C,1994,July,93.1,44,SR,SR,1993,SF,1995,1992,SR,1995,SF,Yes
WL,APP,PLOT C,1995,July,93.1,44,SF,SR,1994,Dead,NA,1992,SR,1995,SF,No
WL,APP,PLOT C,1996,July,93.2,45,SR,First.Appearance,NA,SR,1997,1996,SR,1997,SR,Yes
WL,APP,PLOT C,1997,July,93.2,45,SR,SR,1996,Dead,NA,1996,SR,1997,SR,No
WL,APP,PLOT C,1992,July,94,46,SR,First.Appearance,NA,SR,1993,1992,SR,1997,SR,Yes
WL,APP,PLOT C,1993,July,94,46,SR,SR,1992,SR,1994,1992,SR,1997,SR,Yes
WL,APP,PLOT C,1994,July,94,46,SR,SR,1993,SR,1995,1992,SR,1997,SR,Yes
WL,APP,PLOT C,1995,July,94,46,SR,SR,1994,SR,1996,1992,SR,1997,SR,Yes
WL,APP,PLOT C,1996,July,94,46,SR,SR,1995,SR,1997,1992,SR,1997,SR,Yes
WL,APP,PLOT C,1997,May,94,46,SR,SR,1996,Dead,NA,1992,SR,1997,SR,No
WL,APP,PLOT C,1992,July,95,47,SR,First.Appearance,NA,MR,1993,1992,SR,2000,SR,Yes
WL,APP,PLOT C,1993,July,95,47,MR,SR,1992,SR,1994,1992,SR,2000,SR,Yes
WL,APP,PLOT C,1994,July,95,47,SR,MR,1993,SR,1995,1992,SR,2000,SR,Yes
WL,APP,PLOT C,1995,July,95,47,SR,SR,1994,SR,1996,1992,SR,2000,SR,Yes
WL,APP,PLOT C,1996,July,95,47,SR,SR,1995,SR,1997,1992,SR,2000,SR,Yes
WL,APP,PLOT C,1997,July,95,47,SR,SR,1996,SR,1998,1992,SR,2000,SR,Yes
WL,APP,PLOT C,1998,May,95,47,SR,SR,1997,SR,1999,1992,SR,2000,SR,Yes
WL,APP,PLOT C,1999,July,95,47,SR,SR,1998,SR,2000,1992,SR,2000,SR,Yes
WL,APP,PLOT C,2000,May,95,47,SR,SR,1999,Dead,NA,1992,SR,2000,SR,No
WL,APP,PLOT C,1990,July,96.1,48,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT C,1991,May,96.2,49,SR,First.Appearance,NA,SR,1992,1991,SR,1993,SF,Yes
WL,APP,PLOT C,1992,July,96.2,49,SR,SR,1991,SF,1993,1991,SR,1993,SF,Yes
WL,APP,PLOT C,1993,July,96.2,49,SF,SR,1992,Dead,NA,1991,SR,1993,SF,No
WL,APP,PLOT C,1996,July,96.3,50,SR,First.Appearance,NA,SR,1997,1996,SR,1997,SR,Yes
WL,APP,PLOT C,1997,July,96.3,50,SR,SR,1996,Dead,NA,1996,SR,1997,SR,No
WL,APP,PLOT C,1992,July,97.1,51,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT C,1993,July,97.1,51,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT C,1994,July,97.2,52,SF,First.Appearance,NA,Dead,NA,1994,SF,1994,SF,No
WL,APP,PLOT C,1990,May,102,53,SR,No.record,NA,inactive,1991,1990,SR,1992,SR,Yes
WL,APP,PLOT C,1991,May,102,53,inactive,SR,1990,SR,1992,1990,SR,1992,SR,Yes
WL,APP,PLOT C,1992,July,102,53,SR,inactive,1991,Dead,NA,1990,SR,1992,SR,No
WL,APP,PLOT C,1990,July,103.1,54,SR,No.record,NA,SR,1991,1990,SR,1992,MF,Yes
WL,APP,PLOT C,1991,July,103.1,54,SR,SR,1990,MF,1992,1990,SR,1992,MF,Yes
WL,APP,PLOT C,1992,July,103.1,54,MF,SR,1991,Dead,NA,1990,SR,1992,MF,No
WL,APP,PLOT C,1993,July,103.2,55,MF,First.Appearance,NA,Dead,NA,1993,MF,1993,MF,No
WL,APP,PLOT C,1995,May,104.1,56,SR,First.Appearance,NA,Dead,NA,1995,SR,1995,SR,No
WL,APP,PLOT C,1997,July,104.2,57,MR,First.Appearance,NA,SR,1998,1997,MR,1998,SR,Yes
WL,APP,PLOT C,1998,July,104.2,57,SR,MR,1997,Dead,NA,1997,MR,1998,SR,No
WL,APP,PLOT C,2000,May,104.3,58,SR,First.Appearance,NA,Dead,NA,2000,SR,2000,SR,No
WL,APP,PLOT C,1990,July,105.1,59,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT C,1991,July,105.2,60,SR,First.Appearance,NA,MF,1992,1991,SR,1992,MF,Yes
WL,APP,PLOT C,1992,July,105.2,60,MF,SR,1991,Dead,NA,1991,SR,1992,MF,No
WL,APP,PLOT C,1993,July,105.3,61,SR,First.Appearance,NA,Dead,NA,1993,SR,1993,SR,No
WL,APP,PLOT C,1990,July,106.1,62,MR,No.record,NA,SF,1991,1990,MR,1991,SF,Yes
WL,APP,PLOT C,1991,July,106.1,62,SF,MR,1990,Dead,NA,1990,MR,1991,SF,No
WL,APP,PLOT C,1992,July,106.2,63,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT C,1993,July,106.2,63,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT C,1990,July,107,64,SR,No.record,NA,SR,1991,1990,SR,1993,SR,Yes
WL,APP,PLOT C,1991,July,107,64,SR,SR,1990,SR,1992,1990,SR,1993,SR,Yes
WL,APP,PLOT C,1992,July,107,64,SR,SR,1991,SR,1993,1990,SR,1993,SR,Yes
WL,APP,PLOT C,1993,July,107,64,SR,SR,1992,Dead,NA,1990,SR,1993,SR,No
WL,APP,PLOT C,1990,May,108,65,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1991,July,108,65,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1992,July,108,65,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT C,1990,July,109.1,66,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1991,July,109.1,66,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1992,July,109.1,66,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT C,1993,July,109.2,67,SR,First.Appearance,NA,SF,1994,1993,SR,1994,SF,Yes
WL,APP,PLOT C,1994,July,109.2,67,SF,SR,1993,Dead,NA,1993,SR,1994,SF,No
WL,APP,PLOT C,1990,July,110.1,68,SR,No.record,NA,inactive,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1991,May,110.1,68,inactive,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1992,July,110.1,68,SF,inactive,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT C,1993,July,110.2,69,SF,First.Appearance,NA,Dead,NA,1993,SF,1993,SF,No
WL,APP,PLOT C,1990,July,111.1,70,MR,No.record,NA,SF,1991,1990,MR,1991,SF,Yes
WL,APP,PLOT C,1991,July,111.1,70,SF,MR,1990,Dead,NA,1990,MR,1991,SF,No
WL,APP,PLOT C,1992,July,111.2,71,SF,First.Appearance,NA,Dead,NA,1992,SF,1992,SF,No
WL,APP,PLOT C,1993,July,111.3,72,SF,First.Appearance,NA,Dead,NA,1993,SF,1993,SF,No
WL,APP,PLOT C,1990,July,112.1,73,SR,No.record,NA,SF,1991,1990,SR,1991,SF,Yes
WL,APP,PLOT C,1991,July,112.1,73,SF,SR,1990,Dead,NA,1990,SR,1991,SF,No
WL,APP,PLOT C,1992,July,112.2,74,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT C,1993,July,112.2,74,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT C,1994,July,112.3,75,SF,First.Appearance,NA,Dead,NA,1994,SF,1994,SF,No
WL,APP,PLOT C,1990,July,113.1,76,SR,No.record,NA,inactive,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1991,May,113.1,76,inactive,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1992,July,113.1,76,SF,inactive,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT C,1993,July,113.2,77,MR,First.Appearance,NA,MR,1994,1993,MR,1995,SR,Yes
WL,APP,PLOT C,1994,July,113.2,77,MR,MR,1993,SR,1995,1993,MR,1995,SR,Yes
WL,APP,PLOT C,1995,May,113.2,77,SR,MR,1994,Dead,NA,1993,MR,1995,SR,No
WL,APP,PLOT C,1990,July,114.1,78,SR,No.record,NA,SF,1991,1990,SR,1991,SF,Yes
WL,APP,PLOT C,1991,July,114.1,78,SF,SR,1990,Dead,NA,1990,SR,1991,SF,No
WL,APP,PLOT C,1992,July,114.2,79,SF,First.Appearance,NA,Dead,NA,1992,SF,1992,SF,No
WL,APP,PLOT C,1993,July,114.3,80,SF,First.Appearance,NA,Dead,NA,1993,SF,1993,SF,No
WL,APP,PLOT C,1990,July,115.1,81,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1991,July,115.1,81,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1992,July,115.1,81,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT C,1993,July,115.2,82,SF,First.Appearance,NA,Dead,NA,1993,SF,1993,SF,No
WL,APP,PLOT C,1994,July,115.3,83,SF,First.Appearance,NA,Dead,NA,1994,SF,1994,SF,No
WL,APP,PLOT C,1995,July,115.4,84,SR,First.Appearance,NA,Dead,NA,1995,SR,1995,SR,No
WL,APP,PLOT C,1990,July,116.1,85,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT C,1991,July,116.2,86,SF,First.Appearance,NA,Dead,NA,1991,SF,1991,SF,No
WL,APP,PLOT C,1992,July,116.3,87,SF,First.Appearance,NA,Dead,NA,1992,SF,1992,SF,No
WL,APP,PLOT C,1993,July,116.4,88,MF,First.Appearance,NA,Dead,NA,1993,MF,1993,MF,No
WL,APP,PLOT C,1994,May,116.5,89,SR,First.Appearance,NA,SR,1995,1994,SR,1995,SR,Yes
WL,APP,PLOT C,1995,July,116.5,89,SR,SR,1994,Dead,NA,1994,SR,1995,SR,No
WL,APP,PLOT C,1990,July,117.1,90,SR,No.record,NA,SF,1991,1990,SR,1991,SF,Yes
WL,APP,PLOT C,1991,July,117.1,90,SF,SR,1990,Dead,NA,1990,SR,1991,SF,No
WL,APP,PLOT C,1992,July,117.2,91,SF,First.Appearance,NA,Dead,NA,1992,SF,1992,SF,No
WL,APP,PLOT C,1993,July,117.3,92,SF,First.Appearance,NA,Dead,NA,1993,SF,1993,SF,No
WL,APP,PLOT C,1990,July,118.1,93,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1991,July,118.1,93,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1992,July,118.1,93,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT C,1993,July,118.2,94,SR,First.Appearance,NA,SF,1994,1993,SR,1994,SF,Yes
WL,APP,PLOT C,1994,July,118.2,94,SF,SR,1993,Dead,NA,1993,SR,1994,SF,No
WL,APP,PLOT C,1995,May,118.3,95,SR,First.Appearance,NA,Dead,NA,1995,SR,1995,SR,No
WL,APP,PLOT C,1990,July,119.1,96,SR,No.record,NA,SF,1991,1990,SR,1991,SF,Yes
WL,APP,PLOT C,1991,July,119.1,96,SF,SR,1990,Dead,NA,1990,SR,1991,SF,No
WL,APP,PLOT C,1992,July,119.2,97,SF,First.Appearance,NA,Dead,NA,1992,SF,1992,SF,No
WL,APP,PLOT C,1993,July,119.3,98,SR,First.Appearance,NA,SR,1994,1993,SR,1994,SR,Yes
WL,APP,PLOT C,1994,May,119.3,98,SR,SR,1993,Dead,NA,1993,SR,1994,SR,No
WL,APP,PLOT C,1990,July,120.1,99,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT C,1991,July,120.2,100,SF,First.Appearance,NA,Dead,NA,1991,SF,1991,SF,No
WL,APP,PLOT C,1992,July,120.3,101,SF,First.Appearance,NA,Dead,NA,1992,SF,1992,SF,No
WL,APP,PLOT C,1993,July,120.4,102,SF,First.Appearance,NA,Dead,NA,1993,SF,1993,SF,No
WL,APP,PLOT C,1990,July,121,103,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1991,July,121,103,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT C,1992,July,121,103,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT C,1990,July,122.1,104,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT C,1991,May,122.2,105,SR,First.Appearance,NA,Dead,NA,1991,SR,1991,SR,No
WL,APP,PLOT C,1990,July,123.1,106,SR,No.record,NA,SR,1991,1990,SR,1993,SF,Yes
WL,APP,PLOT C,1991,July,123.1,106,SR,SR,1990,SR,1992,1990,SR,1993,SF,Yes
WL,APP,PLOT C,1992,July,123.1,106,SR,SR,1991,SF,1993,1990,SR,1993,SF,Yes
WL,APP,PLOT C,1993,July,123.1,106,SF,SR,1992,Dead,NA,1990,SR,1993,SF,No
WL,APP,PLOT C,1994,July,123.2,107,SR,First.Appearance,NA,Dead,NA,1994,SR,1994,SR,No
WL,APP,PLOT C,1990,July,124,108,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,APP,PLOT C,1991,May,124,108,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,APP,PLOT C,1990,July,125.1,109,MR,No.record,NA,SR,1991,1990,MR,1992,SF,Yes
WL,APP,PLOT C,1991,July,125.1,109,SR,MR,1990,SF,1992,1990,MR,1992,SF,Yes
WL,APP,PLOT C,1992,July,125.1,109,SF,SR,1991,Dead,NA,1990,MR,1992,SF,No
WL,APP,PLOT C,1993,July,125.2,110,SF,First.Appearance,NA,Dead,NA,1993,SF,1993,SF,No
WL,APP,PLOT C,1990,July,126,111,MF,No.record,NA,Dead,NA,1990,MF,1990,MF,No
WL,APP,PLOT C,1990,July,127,112,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,APP,PLOT C,1990,July,128.1,113,MR,No.record,NA,inactive,1991,1990,MR,1993,SF,Yes
WL,APP,PLOT C,1991,May,128.1,113,inactive,MR,1990,SR,1992,1990,MR,1993,SF,Yes
WL,APP,PLOT C,1992,July,128.1,113,SR,inactive,1991,SF,1993,1990,MR,1993,SF,Yes
WL,APP,PLOT C,1993,July,128.1,113,SF,SR,1992,Dead,NA,1990,MR,1993,SF,No
WL,APP,PLOT C,1994,July,128.2,114,SR,First.Appearance,NA,SF,1995,1994,SR,1995,SF,Yes
WL,APP,PLOT C,1995,July,128.2,114,SF,SR,1994,Dead,NA,1994,SR,1995,SF,No
WL,APP,PLOT C,1996,July,128.3,115,SR,First.Appearance,NA,SR,1997,1996,SR,1998,SF,Yes
WL,APP,PLOT C,1997,July,128.3,115,SR,SR,1996,SF,1998,1996,SR,1998,SF,Yes
WL,APP,PLOT C,1998,July,128.3,115,SF,SR,1997,Dead,NA,1996,SR,1998,SF,No
WL,APP,PLOT C,1999,July,128.4,116,SR,First.Appearance,NA,SF,2000,1999,SR,2000,SF,Yes
WL,APP,PLOT C,2000,July,128.4,116,SF,SR,1999,Dead,NA,1999,SR,2000,SF,No
WL,APP,PLOT C,2001,May,128.5,117,SR,First.Appearance,NA,SR,2002,2001,SR,2002,SR,Yes
WL,APP,PLOT C,2002,July,128.5,117,SR,SR,2001,Dead,NA,2001,SR,2002,SR,No
WL,APP,PLOT C,1990,July,129.1,118,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,APP,PLOT C,1991,July,129.1,118,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,APP,PLOT C,1993,May,129.2,119,SR,First.Appearance,NA,SR,1994,1993,SR,2000,SR,Yes
