SPECIES,SITE,PLOT,Year,Month,NEWROS,RAMET,stage.modified,PrevStage,PrevYear,NextStage,NextYear,firstYear,firstStage,lastYear,lastStage,Survival
WL,APP,PLOT B,1999,May,9,6,SR,SR,1998,Dead,NA,1998,SR,1999,SR,No
WL,APP,PLOT B,1998,July,10,7,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT B,1993,July,11.1,8,MR,First.Appearance,NA,SR,1994,1993,MR,1999,SF,Yes
WL,APP,PLOT B,1994,July,11.1,8,SR,MR,1993,SR,1995,1993,MR,1999,SF,Yes
WL,APP,PLOT B,1995,July,11.1,8,SR,SR,1994,SR,1996,1993,MR,1999,SF,Yes
WL,APP,PLOT B,1996,July,11.1,8,SR,SR,1995,inactive,1997,1993,MR,1999,SF,Yes
WL,APP,PLOT B,1997,May,11.1,8,inactive,SR,1996,SR,1998,1993,MR,1999,SF,Yes
WL,APP,PLOT B,1998,July,11.1,8,SR,inactive,1997,SF,1999,1993,MR,1999,SF,Yes
WL,APP,PLOT B,1999,July,11.1,8,SF,SR,1998,Dead,NA,1993,MR,1999,SF,No
WL,APP,PLOT B,2000,May,11.2,9,SR,First.Appearance,NA,SF,2001,2000,SR,2001,SF,Yes
WL,APP,PLOT B,2001,July,11.2,9,SF,SR,2000,Dead,NA,2000,SR,2001,SF,No
WL,APP,PLOT B,2002,June,11.3,10,SR,First.Appearance,NA,Dead,NA,2002,SR,2002,SR,No
WL,APP,PLOT B,1998,May,12,11,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT B,2004,June,14,12,SR,First.Appearance,NA,Dead,NA,2004,SR,2004,SR,No
WL,APP,PLOT B,1999,May,15,13,SR,First.Appearance,NA,Dead,NA,1999,SR,1999,SR,No
WL,APP,PLOT B,2004,June,16.1,14,SR,First.Appearance,NA,SR,2005,2004,SR,2006,SF,Yes
WL,APP,PLOT B,2005,July,16.1,14,SR,SR,2004,SF,2006,2004,SR,2006,SF,Yes
WL,APP,PLOT B,2006,July,16.1,14,SF,SR,2005,Dead,NA,2004,SR,2006,SF,No
WL,APP,PLOT B,2007,July,16.2,15,MF,First.Appearance,NA,Dead,NA,2007,MF,2007,MF,No
WL,APP,PLOT B,2008,June,16.3,16,SR,First.Appearance,NA,SF,2009,2008,SR,2009,SF,Yes
WL,APP,PLOT B,2009,June,16.3,16,SF,SR,2008,Dead,NA,2008,SR,2009,SF,No
WL,APP,PLOT B,1999,May,17,17,SR,First.Appearance,NA,SR,2000,1999,SR,2002,MR,Yes
WL,APP,PLOT B,2000,May,17,17,SR,SR,1999,SR,2001,1999,SR,2002,MR,Yes
WL,APP,PLOT B,2001,May,17,17,SR,SR,2000,MR,2002,1999,SR,2002,MR,Yes
WL,APP,PLOT B,2002,May,17,17,MR,SR,2001,Dead,NA,1999,SR,2002,MR,No
WL,APP,PLOT B,1999,July,18,18,SR,First.Appearance,NA,SR,2000,1999,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,18,18,SR,SR,1999,Dead,NA,1999,SR,2000,SR,No
WL,APP,PLOT B,1999,May,20,19,SR,First.Appearance,NA,SR,2000,1999,SR,2001,SR,Yes
WL,APP,PLOT B,2000,May,20,19,SR,SR,1999,SR,2001,1999,SR,2001,SR,Yes
WL,APP,PLOT B,2001,May,20,19,SR,SR,2000,Dead,NA,1999,SR,2001,SR,No
WL,APP,PLOT B,1999,July,21,20,SR,First.Appearance,NA,SR,2000,1999,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,21,20,SR,SR,1999,Dead,NA,1999,SR,2000,SR,No
WL,APP,PLOT B,1999,July,23,21,SR,First.Appearance,NA,SR,2000,1999,SR,2001,SR,Yes
WL,APP,PLOT B,2000,May,23,21,SR,SR,1999,SR,2001,1999,SR,2001,SR,Yes
WL,APP,PLOT B,2001,May,23,21,SR,SR,2000,Dead,NA,1999,SR,2001,SR,No
WL,APP,PLOT B,1999,July,24,22,SR,First.Appearance,NA,SR,2000,1999,SR,2001,SR,Yes
WL,APP,PLOT B,2000,May,24,22,SR,SR,1999,SR,2001,1999,SR,2001,SR,Yes
WL,APP,PLOT B,2001,May,24,22,SR,SR,2000,Dead,NA,1999,SR,2001,SR,No
WL,APP,PLOT B,1997,July,26,23,SR,First.Appearance,NA,SR,1998,1997,SR,2000,SR,Yes
WL,APP,PLOT B,1998,July,26,23,SR,SR,1997,SR,1999,1997,SR,2000,SR,Yes
WL,APP,PLOT B,1999,July,26,23,SR,SR,1998,SR,2000,1997,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,26,23,SR,SR,1999,Dead,NA,1997,SR,2000,SR,No
WL,APP,PLOT B,1997,July,28,24,SR,First.Appearance,NA,SR,1998,1997,SR,1998,SR,Yes
WL,APP,PLOT B,1998,July,28,24,SR,SR,1997,Dead,NA,1997,SR,1998,SR,No
WL,APP,PLOT B,1997,July,29,25,SR,First.Appearance,NA,SR,1998,1997,SR,2000,SR,Yes
WL,APP,PLOT B,1998,July,29,25,SR,SR,1997,SR,1999,1997,SR,2000,SR,Yes
WL,APP,PLOT B,1999,July,29,25,SR,SR,1998,SR,2000,1997,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,29,25,SR,SR,1999,Dead,NA,1997,SR,2000,SR,No
WL,APP,PLOT B,1998,July,32,26,SR,First.Appearance,NA,SR,1999,1998,SR,2000,SR,Yes
WL,APP,PLOT B,1999,July,32,26,SR,SR,1998,SR,2000,1998,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,32,26,SR,SR,1999,Dead,NA,1998,SR,2000,SR,No
WL,APP,PLOT B,1998,July,33.1,27,SR,First.Appearance,NA,SR,1999,1998,SR,2000,SF,Yes
WL,APP,PLOT B,1999,July,33.1,27,SR,SR,1998,SF,2000,1998,SR,2000,SF,Yes
WL,APP,PLOT B,2000,July,33.1,27,SF,SR,1999,Dead,NA,1998,SR,2000,SF,No
WL,APP,PLOT B,2002,June,33.2,28,SR,First.Appearance,NA,Dead,NA,2002,SR,2002,SR,No
WL,APP,PLOT B,1998,July,34,29,SR,First.Appearance,NA,SR,1999,1998,SR,2000,SR,Yes
WL,APP,PLOT B,1999,July,34,29,SR,SR,1998,SR,2000,1998,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,34,29,SR,SR,1999,Dead,NA,1998,SR,2000,SR,No
WL,APP,PLOT B,1998,July,35,30,SR,First.Appearance,NA,SR,1999,1998,SR,2000,SR,Yes
WL,APP,PLOT B,1999,July,35,30,SR,SR,1998,SR,2000,1998,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,35,30,SR,SR,1999,Dead,NA,1998,SR,2000,SR,No
WL,APP,PLOT B,1998,July,36,31,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT B,1998,July,37,32,SR,First.Appearance,NA,SR,1999,1998,SR,1999,SR,Yes
WL,APP,PLOT B,1999,July,37,32,SR,SR,1998,Dead,NA,1998,SR,1999,SR,No
WL,APP,PLOT B,1998,July,38,33,SR,First.Appearance,NA,SR,1999,1998,SR,1999,SR,Yes
WL,APP,PLOT B,1999,May,38,33,SR,SR,1998,Dead,NA,1998,SR,1999,SR,No
WL,APP,PLOT B,1998,July,39,34,SR,First.Appearance,NA,SR,1999,1998,SR,1999,SR,Yes
WL,APP,PLOT B,1999,May,39,34,SR,SR,1998,Dead,NA,1998,SR,1999,SR,No
WL,APP,PLOT B,1998,May,40,35,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT B,1998,July,41,36,SR,First.Appearance,NA,SR,1999,1998,SR,2001,SR,Yes
WL,APP,PLOT B,1999,July,41,36,SR,SR,1998,SR,2000,1998,SR,2001,SR,Yes
WL,APP,PLOT B,2000,May,41,36,SR,SR,1999,SR,2001,1998,SR,2001,SR,Yes
WL,APP,PLOT B,2001,May,41,36,SR,SR,2000,Dead,NA,1998,SR,2001,SR,No
WL,APP,PLOT B,1998,May,42,37,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT B,1998,July,43,38,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT B,1998,July,45.1,39,SR,First.Appearance,NA,SR,1999,1998,SR,2002,SR,Yes
WL,APP,PLOT B,1999,July,45.1,39,SR,SR,1998,SR,2000,1998,SR,2002,SR,Yes
WL,APP,PLOT B,2000,May,45.1,39,SR,SR,1999,inactive,2001,1998,SR,2002,SR,Yes
WL,APP,PLOT B,2001,May,45.1,39,inactive,SR,2000,SR,2002,1998,SR,2002,SR,Yes
WL,APP,PLOT B,2002,May,45.1,39,SR,inactive,2001,Dead,NA,1998,SR,2002,SR,No
WL,APP,PLOT B,2002,June,45.2,40,MR,First.Appearance,NA,Dead,NA,2002,MR,2002,MR,No
WL,APP,PLOT B,1998,July,46.1,41,SR,First.Appearance,NA,MR,1999,1998,SR,2001,MF,Yes
WL,APP,PLOT B,1999,July,46.1,41,MR,SR,1998,SR,2000,1998,SR,2001,MF,Yes
WL,APP,PLOT B,2000,May,46.1,41,SR,MR,1999,MF,2001,1998,SR,2001,MF,Yes
WL,APP,PLOT B,2001,July,46.1,41,MF,SR,2000,Dead,NA,1998,SR,2001,MF,No
WL,APP,PLOT B,2002,May,46.2,42,SR,First.Appearance,NA,Dead,NA,2002,SR,2002,SR,No
WL,APP,PLOT B,1994,July,47.1,43,SR,First.Appearance,NA,SF,1995,1994,SR,1995,SF,Yes
WL,APP,PLOT B,1995,July,47.1,43,SF,SR,1994,Dead,NA,1994,SR,1995,SF,No
WL,APP,PLOT B,1996,July,47.2,44,SR,First.Appearance,NA,SF,1997,1996,SR,1997,SF,Yes
WL,APP,PLOT B,1997,July,47.2,44,SF,SR,1996,Dead,NA,1996,SR,1997,SF,No
WL,APP,PLOT B,1998,July,47.3,45,SF,First.Appearance,NA,Dead,NA,1998,SF,1998,SF,No
WL,APP,PLOT B,1999,July,47.4,46,SR,First.Appearance,NA,SR,2000,1999,SR,2003,SF,Yes
WL,APP,PLOT B,2000,May,47.4,46,SR,SR,1999,inactive,2001,1999,SR,2003,SF,Yes
WL,APP,PLOT B,2001,May,47.4,46,inactive,SR,2000,SR,2002,1999,SR,2003,SF,Yes
WL,APP,PLOT B,2002,June,47.4,46,SR,inactive,2001,SF,2003,1999,SR,2003,SF,Yes
WL,APP,PLOT B,2003,July,47.4,46,SF,SR,2002,Dead,NA,1999,SR,2003,SF,No
WL,APP,PLOT B,2004,June,47.5,47,SR,First.Appearance,NA,SR,2005,2004,SR,2005,SR,Yes
WL,APP,PLOT B,2005,July,47.5,47,SR,SR,2004,Dead,NA,2004,SR,2005,SR,No
WL,APP,PLOT B,1998,July,48.1,48,SR,First.Appearance,NA,SR,1999,1998,SR,2001,SF,Yes
WL,APP,PLOT B,1999,July,48.1,48,SR,SR,1998,SR,2000,1998,SR,2001,SF,Yes
WL,APP,PLOT B,2000,May,48.1,48,SR,SR,1999,SF,2001,1998,SR,2001,SF,Yes
WL,APP,PLOT B,2001,July,48.1,48,SF,SR,2000,Dead,NA,1998,SR,2001,SF,No
WL,APP,PLOT B,2002,May,48.2,49,MR,First.Appearance,NA,Dead,NA,2002,MR,2002,MR,No
WL,APP,PLOT B,2004,June,48.3,50,SR,First.Appearance,NA,SF,2005,2004,SR,2005,SF,Yes
WL,APP,PLOT B,2005,July,48.3,50,SF,SR,2004,Dead,NA,2004,SR,2005,SF,No
WL,APP,PLOT B,1998,July,49,51,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT B,1998,July,50.1,52,SR,First.Appearance,NA,SF,1999,1998,SR,1999,SF,Yes
WL,APP,PLOT B,1999,July,50.1,52,SF,SR,1998,Dead,NA,1998,SR,1999,SF,No
WL,APP,PLOT B,2000,May,50.2,53,MR,First.Appearance,NA,MR,2001,2000,MR,2001,MR,Yes
WL,APP,PLOT B,2001,May,50.2,53,MR,MR,2000,Dead,NA,2000,MR,2001,MR,No
WL,APP,PLOT B,1998,July,51,54,SR,First.Appearance,NA,SR,1999,1998,SR,2001,SR,Yes
WL,APP,PLOT B,1999,May,51,54,SR,SR,1998,inactive,2000,1998,SR,2001,SR,Yes
WL,APP,PLOT B,2000,May,51,54,inactive,SR,1999,SR,2001,1998,SR,2001,SR,Yes
WL,APP,PLOT B,2001,May,51,54,SR,inactive,2000,Dead,NA,1998,SR,2001,SR,No
WL,APP,PLOT B,2004,June,52.1,55,SR,First.Appearance,NA,SR,2005,2004,SR,2006,SF,Yes
WL,APP,PLOT B,2005,July,52.1,55,SR,SR,2004,SF,2006,2004,SR,2006,SF,Yes
WL,APP,PLOT B,2006,July,52.1,55,SF,SR,2005,Dead,NA,2004,SR,2006,SF,No
WL,APP,PLOT B,2007,July,52.2,56,MF,First.Appearance,NA,Dead,NA,2007,MF,2007,MF,No
WL,APP,PLOT B,2008,June,52.3,57,SR,First.Appearance,NA,SR,2009,2008,SR,2009,SR,Yes
WL,APP,PLOT B,2009,June,52.3,57,SR,SR,2008,NA,NA,2008,SR,2009,SR,NA
WL,APP,PLOT B,2004,June,53.1,58,SR,First.Appearance,NA,Dead,NA,2004,SR,2004,SR,No
WL,APP,PLOT B,2005,July,53.2,59,SR,First.Appearance,NA,Dead,NA,2005,SR,2005,SR,No
WL,APP,PLOT B,1998,July,54,60,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,APP,PLOT B,1998,July,55,61,SR,First.Appearance,NA,SR,1999,1998,SR,2000,SR,Yes
WL,APP,PLOT B,1999,July,55,61,SR,SR,1998,SR,2000,1998,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,55,61,SR,SR,1999,Dead,NA,1998,SR,2000,SR,No
WL,APP,PLOT B,1998,July,56.1,62,SR,First.Appearance,NA,SR,1999,1998,SR,1999,SR,Yes
WL,APP,PLOT B,1999,May,56.1,62,SR,SR,1998,Dead,NA,1998,SR,1999,SR,No
WL,APP,PLOT B,2000,May,56.2,63,SR,First.Appearance,NA,SR,2001,2000,SR,2002,SR,Yes
WL,APP,PLOT B,2001,May,56.2,63,SR,SR,2000,SR,2002,2000,SR,2002,SR,Yes
WL,APP,PLOT B,2002,May,56.2,63,SR,SR,2001,Dead,NA,2000,SR,2002,SR,No
WL,APP,PLOT B,2007,July,57,64,MF,First.Appearance,NA,Dead,NA,2007,MF,2007,MF,No
WL,APP,PLOT B,1998,July,58.1,65,SR,First.Appearance,NA,SR,1999,1998,SR,1999,SR,Yes
WL,APP,PLOT B,1999,May,58.1,65,SR,SR,1998,Dead,NA,1998,SR,1999,SR,No
WL,APP,PLOT B,2002,May,58.2,66,SR,First.Appearance,NA,SR,2003,2002,SR,2005,SR,Yes
WL,APP,PLOT B,2003,June,58.2,66,SR,SR,2002,SR,2004,2002,SR,2005,SR,Yes
WL,APP,PLOT B,2004,June,58.2,66,SR,SR,2003,SR,2005,2002,SR,2005,SR,Yes
WL,APP,PLOT B,2005,July,58.2,66,SR,SR,2004,Dead,NA,2002,SR,2005,SR,No
WL,APP,PLOT B,1998,July,59,67,SR,First.Appearance,NA,SR,1999,1998,SR,2000,SR,Yes
WL,APP,PLOT B,1999,July,59,67,SR,SR,1998,SR,2000,1998,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,59,67,SR,SR,1999,Dead,NA,1998,SR,2000,SR,No
WL,APP,PLOT B,2006,July,61,68,SR,First.Appearance,NA,SF,2007,2006,SR,2007,SF,Yes
WL,APP,PLOT B,2007,July,61,68,SF,SR,2006,Dead,NA,2006,SR,2007,SF,No
WL,APP,PLOT B,1995,July,62.1,69,SR,First.Appearance,NA,SR,1996,1995,SR,1998,SF,Yes
WL,APP,PLOT B,1996,July,62.1,69,SR,SR,1995,SR,1997,1995,SR,1998,SF,Yes
WL,APP,PLOT B,1997,July,62.1,69,SR,SR,1996,SF,1998,1995,SR,1998,SF,Yes
WL,APP,PLOT B,1998,July,62.1,69,SF,SR,1997,Dead,NA,1995,SR,1998,SF,No
WL,APP,PLOT B,1999,July,62.2,70,SR,First.Appearance,NA,SR,2000,1999,SR,2001,SF,Yes
WL,APP,PLOT B,2000,May,62.2,70,SR,SR,1999,SF,2001,1999,SR,2001,SF,Yes
WL,APP,PLOT B,2001,July,62.2,70,SF,SR,2000,Dead,NA,1999,SR,2001,SF,No
WL,APP,PLOT B,1990,July,64.1,71,SR,No.record,NA,SR,1991,1990,SR,1993,SF,Yes
WL,APP,PLOT B,1991,July,64.1,71,SR,SR,1990,SR,1992,1990,SR,1993,SF,Yes
WL,APP,PLOT B,1992,July,64.1,71,SR,SR,1991,SF,1993,1990,SR,1993,SF,Yes
WL,APP,PLOT B,1993,July,64.1,71,SF,SR,1992,Dead,NA,1990,SR,1993,SF,No
WL,APP,PLOT B,1994,July,64.2,72,SR,First.Appearance,NA,SF,1995,1994,SR,1995,SF,Yes
WL,APP,PLOT B,1995,July,64.2,72,SF,SR,1994,Dead,NA,1994,SR,1995,SF,No
WL,APP,PLOT B,1997,July,64.3,73,SR,First.Appearance,NA,SR,1998,1997,SR,1999,SR,Yes
WL,APP,PLOT B,1998,July,64.3,73,SR,SR,1997,SR,1999,1997,SR,1999,SR,Yes
WL,APP,PLOT B,1999,July,64.3,73,SR,SR,1998,Dead,NA,1997,SR,1999,SR,No
WL,APP,PLOT B,2001,May,64.4,74,SR,First.Appearance,NA,SR,2002,2001,SR,2002,SR,Yes
WL,APP,PLOT B,2002,June,64.4,74,SR,SR,2001,Dead,NA,2001,SR,2002,SR,No
WL,APP,PLOT B,1995,July,65,75,SR,First.Appearance,NA,SR,1996,1995,SR,1999,SF,Yes
WL,APP,PLOT B,1996,July,65,75,SR,SR,1995,SR,1997,1995,SR,1999,SF,Yes
WL,APP,PLOT B,1997,July,65,75,SR,SR,1996,SR,1998,1995,SR,1999,SF,Yes
WL,APP,PLOT B,1998,July,65,75,SR,SR,1997,SF,1999,1995,SR,1999,SF,Yes
WL,APP,PLOT B,1999,July,65,75,SF,SR,1998,Dead,NA,1995,SR,1999,SF,No
WL,APP,PLOT B,1998,May,66.1,76,SR,First.Appearance,NA,SR,1999,1998,SR,1999,SR,Yes
WL,APP,PLOT B,1999,May,66.1,76,SR,SR,1998,Dead,NA,1998,SR,1999,SR,No
WL,APP,PLOT B,2000,May,66.2,77,SR,First.Appearance,NA,Dead,NA,2000,SR,2000,SR,No
WL,APP,PLOT B,1990,May,67,78,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,APP,PLOT B,1991,July,67,78,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,APP,PLOT B,1992,July,67,78,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,APP,PLOT B,1990,July,68,79,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,APP,PLOT B,1991,May,68,79,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,APP,PLOT B,1990,July,78,80,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT B,1990,July,80,81,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,APP,PLOT B,1990,July,81.1,82,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT B,1992,July,81.2,83,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT B,1993,July,81.2,83,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT B,1994,July,81.3,84,SR,First.Appearance,NA,SF,1995,1994,SR,1995,SF,Yes
WL,APP,PLOT B,1995,July,81.3,84,SF,SR,1994,Dead,NA,1994,SR,1995,SF,No
WL,APP,PLOT B,1996,July,81.4,85,SR,First.Appearance,NA,SF,1997,1996,SR,1997,SF,Yes
WL,APP,PLOT B,1997,July,81.4,85,SF,SR,1996,Dead,NA,1996,SR,1997,SF,No
WL,APP,PLOT B,1990,July,82,86,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,APP,PLOT B,1996,July,83,87,SR,First.Appearance,NA,SR,1997,1996,SR,1999,SR,Yes
WL,APP,PLOT B,1997,July,83,87,SR,SR,1996,SR,1998,1996,SR,1999,SR,Yes
WL,APP,PLOT B,1998,July,83,87,SR,SR,1997,SR,1999,1996,SR,1999,SR,Yes
WL,APP,PLOT B,1999,May,83,87,SR,SR,1998,Dead,NA,1996,SR,1999,SR,No
WL,APP,PLOT B,1999,July,84,88,SR,First.Appearance,NA,SR,2000,1999,SR,2001,SR,Yes
WL,APP,PLOT B,2000,May,84,88,SR,SR,1999,SR,2001,1999,SR,2001,SR,Yes
WL,APP,PLOT B,2001,May,84,88,SR,SR,2000,Dead,NA,1999,SR,2001,SR,No
WL,APP,PLOT B,1990,July,85,89,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,APP,PLOT B,1999,July,86.1,90,SR,First.Appearance,NA,Dead,NA,1999,SR,1999,SR,No
WL,APP,PLOT B,2002,June,86.2,91,SR,First.Appearance,NA,Dead,NA,2002,SR,2002,SR,No
WL,APP,PLOT B,1990,July,87.1,92,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,APP,PLOT B,1991,July,87.1,92,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,APP,PLOT B,1992,July,87.2,93,SR,First.Appearance,NA,Dead,NA,1992,SR,1992,SR,No
WL,APP,PLOT B,1990,July,88,94,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT B,1990,July,89.1,95,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,APP,PLOT B,1991,May,89.2,96,SR,First.Appearance,NA,Dead,NA,1991,SR,1991,SR,No
WL,APP,PLOT B,1990,July,90.1,97,SR,No.record,NA,SF,1991,1990,SR,1991,SF,Yes
WL,APP,PLOT B,1991,July,90.1,97,SF,SR,1990,Dead,NA,1990,SR,1991,SF,No
WL,APP,PLOT B,1994,July,90.2,98,MR,First.Appearance,NA,SF,1995,1994,MR,1995,SF,Yes
WL,APP,PLOT B,1995,July,90.2,98,SF,MR,1994,Dead,NA,1994,MR,1995,SF,No
WL,APP,PLOT B,1990,July,91,99,SR,No.record,NA,SR,1991,1990,SR,1992,SR,Yes
WL,APP,PLOT B,1991,July,91,99,SR,SR,1990,SR,1992,1990,SR,1992,SR,Yes
WL,APP,PLOT B,1992,July,91,99,SR,SR,1991,Dead,NA,1990,SR,1992,SR,No
WL,APP,PLOT B,1990,July,93,100,SR,No.record,NA,SR,1991,1990,SR,1992,SR,Yes
WL,APP,PLOT B,1991,July,93,100,SR,SR,1990,SR,1992,1990,SR,1992,SR,Yes
WL,APP,PLOT B,1992,May,93,100,SR,SR,1991,Dead,NA,1990,SR,1992,SR,No
WL,APP,PLOT B,1990,July,95,101,SR,No.record,NA,SR,1991,1990,SR,1993,SF,Yes
WL,APP,PLOT B,1991,May,95,101,SR,SR,1990,SR,1992,1990,SR,1993,SF,Yes
WL,APP,PLOT B,1992,July,95,101,SR,SR,1991,SF,1993,1990,SR,1993,SF,Yes
WL,APP,PLOT B,1993,July,95,101,SF,SR,1992,Dead,NA,1990,SR,1993,SF,No
WL,APP,PLOT B,2006,July,96,102,SR,First.Appearance,NA,SR,2007,2006,SR,2009,SR,Yes
WL,APP,PLOT B,2007,July,96,102,SR,SR,2006,SR,2008,2006,SR,2009,SR,Yes
WL,APP,PLOT B,2008,June,96,102,SR,SR,2007,SR,2009,2006,SR,2009,SR,Yes
WL,APP,PLOT B,2009,June,96,102,SR,SR,2008,NA,NA,2006,SR,2009,SR,NA
WL,APP,PLOT B,1995,July,97.1,103,SR,First.Appearance,NA,SR,1996,1995,SR,1996,SR,Yes
WL,APP,PLOT B,1996,May,97.1,103,SR,SR,1995,Dead,NA,1995,SR,1996,SR,No
WL,APP,PLOT B,1997,July,97.2,104,SR,First.Appearance,NA,SR,1998,1997,SR,1999,SR,Yes
WL,APP,PLOT B,1998,May,97.2,104,SR,SR,1997,SR,1999,1997,SR,1999,SR,Yes
WL,APP,PLOT B,1999,July,97.2,104,SR,SR,1998,Dead,NA,1997,SR,1999,SR,No
WL,APP,PLOT B,2000,May,97.3,105,SR,First.Appearance,NA,Dead,NA,2000,SR,2000,SR,No
WL,APP,PLOT B,2003,June,97.4,106,SR,First.Appearance,NA,Dead,NA,2003,SR,2003,SR,No
WL,APP,PLOT B,1999,May,98,107,SR,First.Appearance,NA,SR,2000,1999,SR,2000,SR,Yes
WL,APP,PLOT B,2000,May,98,107,SR,SR,1999,Dead,NA,1999,SR,2000,SR,No
WL,APP,PLOT B,2003,June,99,108,SR,First.Appearance,NA,MR,2004,2003,SR,2004,MR,Yes
WL,APP,PLOT B,2004,June,99,108,MR,SR,2003,Dead,NA,2003,SR,2004,MR,No
WL,APP,PLOT B,1990,July,100.1,109,SR,No.record,NA,SF,1991,1990,SR,1991,SF,Yes
WL,APP,PLOT B,1991,July,100.1,109,SF,SR,1990,Dead,NA,1990,SR,1991,SF,No
WL,APP,PLOT B,1992,July,100.2,110,SR,First.Appearance,NA,SF,1993,1992,SR,1993,SF,Yes
WL,APP,PLOT B,1993,July,100.2,110,SF,SR,1992,Dead,NA,1992,SR,1993,SF,No
WL,APP,PLOT B,1995,July,100.3,111,SR,First.Appearance,NA,SR,1996,1995,SR,1996,SR,Yes
WL,APP,PLOT B,1996,May,100.3,111,SR,SR,1995,Dead,NA,1995,SR,1996,SR,No
WL,APP,PLOT B,1997,July,100.4,112,SR,First.Appearance,NA,SR,1998,1997,SR,2001,SR,Yes
