SPECIES,SITE,PLOT,Year,Month,NEWROS,RAMET,stage.modified,PrevStage,PrevYear,NextStage,NextYear,firstYear,firstStage,lastYear,lastStage,Survival
WL,NVP,PLOT K,1990,July,8,10,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,NVP,PLOT K,1991,May,8,10,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,NVP,PLOT K,1990,July,9,11,SR,No.record,NA,SR,1991,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1991,July,9,11,SR,SR,1990,SR,1992,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1992,May,9,11,SR,SR,1991,Dead,NA,1990,SR,1992,SR,No
WL,NVP,PLOT K,1990,July,10,12,SR,No.record,NA,SR,1991,1990,SR,1994,SR,Yes
WL,NVP,PLOT K,1991,July,10,12,SR,SR,1990,SR,1992,1990,SR,1994,SR,Yes
WL,NVP,PLOT K,1992,July,10,12,SR,SR,1991,SR,1993,1990,SR,1994,SR,Yes
WL,NVP,PLOT K,1993,July,10,12,SR,SR,1992,SR,1994,1990,SR,1994,SR,Yes
WL,NVP,PLOT K,1994,July,10,12,SR,SR,1993,Dead,NA,1990,SR,1994,SR,No
WL,NVP,PLOT K,1990,July,11,13,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,NVP,PLOT K,1990,July,12,14,SR,No.record,NA,SR,1991,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1991,July,12,14,SR,SR,1990,SR,1992,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1992,July,12,14,SR,SR,1991,SR,1993,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1993,May,12,14,SR,SR,1992,SR,1994,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1994,July,12,14,SR,SR,1993,SR,1995,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1995,July,12,14,SR,SR,1994,SR,1996,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1996,July,12,14,SR,SR,1995,SR,1997,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1997,July,12,14,SR,SR,1996,SR,1998,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1998,July,12,14,SR,SR,1997,Dead,NA,1990,SR,1998,SR,No
WL,NVP,PLOT K,1990,July,13.1,15,SR,No.record,NA,SR,1991,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1991,July,13.1,15,SR,SR,1990,SR,1992,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1992,July,13.1,15,SR,SR,1991,Dead,NA,1990,SR,1992,SR,No
WL,NVP,PLOT K,1993,July,13.2,16,SR,First.Appearance,NA,SR,1994,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1994,July,13.2,16,SR,SR,1993,SR,1995,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1995,July,13.2,16,SR,SR,1994,SR,1996,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1996,July,13.2,16,SR,SR,1995,SR,1997,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1997,July,13.2,16,SR,SR,1996,SR,1998,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1998,July,13.2,16,SR,SR,1997,SR,1999,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1999,July,13.2,16,SR,SR,1998,Dead,NA,1993,SR,1999,SR,No
WL,NVP,PLOT K,1990,July,14.1,17,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,NVP,PLOT K,1991,July,14.1,17,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,NVP,PLOT K,1994,July,14.2,18,SR,First.Appearance,NA,SR,1995,1994,SR,1998,SR,Yes
WL,NVP,PLOT K,1995,July,14.2,18,SR,SR,1994,SR,1996,1994,SR,1998,SR,Yes
WL,NVP,PLOT K,1996,July,14.2,18,SR,SR,1995,SR,1997,1994,SR,1998,SR,Yes
WL,NVP,PLOT K,1997,July,14.2,18,SR,SR,1996,SR,1998,1994,SR,1998,SR,Yes
WL,NVP,PLOT K,1998,May,14.2,18,SR,SR,1997,Dead,NA,1994,SR,1998,SR,No
WL,NVP,PLOT K,1999,July,14.3,19,SR,First.Appearance,NA,Dead,NA,1999,SR,1999,SR,No
WL,NVP,PLOT K,1990,May,15,20,SR,No.record,NA,SR,1991,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1991,July,15,20,SR,SR,1990,SR,1992,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1992,July,15,20,SR,SR,1991,SR,1993,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1993,July,15,20,SR,SR,1992,SR,1994,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1994,July,15,20,SR,SR,1993,SR,1995,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1995,July,15,20,SR,SR,1994,SR,1996,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1996,July,15,20,SR,SR,1995,SR,1997,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1997,July,15,20,SR,SR,1996,inactive,1998,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1998,May,15,20,inactive,SR,1997,SR,1999,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1999,May,15,20,SR,inactive,1998,Dead,NA,1990,SR,1999,SR,No
WL,NVP,PLOT K,1996,July,16,21,SR,First.Appearance,NA,Dead,NA,1996,SR,1996,SR,No
WL,NVP,PLOT K,1995,July,17,22,SR,First.Appearance,NA,SR,1996,1995,SR,1999,SR,Yes
WL,NVP,PLOT K,1996,July,17,22,SR,SR,1995,inactive,1997,1995,SR,1999,SR,Yes
WL,NVP,PLOT K,1997,May,17,22,inactive,SR,1996,SR,1998,1995,SR,1999,SR,Yes
WL,NVP,PLOT K,1998,July,17,22,SR,inactive,1997,SR,1999,1995,SR,1999,SR,Yes
WL,NVP,PLOT K,1999,July,17,22,SR,SR,1998,Dead,NA,1995,SR,1999,SR,No
WL,NVP,PLOT K,1997,July,18.1,23,SR,First.Appearance,NA,Dead,NA,1997,SR,1997,SR,No
WL,NVP,PLOT K,1999,July,18.2,24,SR,First.Appearance,NA,Dead,NA,1999,SR,1999,SR,No
WL,NVP,PLOT K,1990,July,19,25,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,NVP,PLOT K,1990,July,20,26,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,NVP,PLOT K,1991,July,20,26,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,NVP,PLOT K,1990,July,21.1,27,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,NVP,PLOT K,1992,July,21.2,28,SR,First.Appearance,NA,Dead,NA,1992,SR,1992,SR,No
WL,NVP,PLOT K,1990,July,22,29,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,NVP,PLOT K,1991,July,22,29,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,NVP,PLOT K,1990,July,23,30,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,NVP,PLOT K,1991,July,23,30,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,NVP,PLOT K,1990,July,24,31,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,NVP,PLOT K,1991,July,24,31,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,NVP,PLOT K,1990,July,25,32,SR,No.record,NA,SR,1991,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1991,July,25,32,SR,SR,1990,SR,1992,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1992,May,25,32,SR,SR,1991,Dead,NA,1990,SR,1992,SR,No
WL,NVP,PLOT K,1997,July,26,33,SR,First.Appearance,NA,SR,1998,1997,SR,1998,SR,Yes
WL,NVP,PLOT K,1998,May,26,33,SR,SR,1997,Dead,NA,1997,SR,1998,SR,No
WL,NVP,PLOT K,1990,May,27.1,34,SR,No.record,NA,SR,1991,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1991,May,27.1,34,SR,SR,1990,SR,1992,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1992,May,27.1,34,SR,SR,1991,Dead,NA,1990,SR,1992,SR,No
WL,NVP,PLOT K,1994,July,27.2,35,SR,First.Appearance,NA,SR,1995,1994,SR,1995,SR,Yes
WL,NVP,PLOT K,1995,July,27.2,35,SR,SR,1994,Dead,NA,1994,SR,1995,SR,No
WL,NVP,PLOT K,1997,July,27.3,36,SR,First.Appearance,NA,SR,1998,1997,SR,1998,SR,Yes
WL,NVP,PLOT K,1998,July,27.3,36,SR,SR,1997,Dead,NA,1997,SR,1998,SR,No
WL,NVP,PLOT K,1997,July,28,37,SR,First.Appearance,NA,SR,1998,1997,SR,1998,SR,Yes
WL,NVP,PLOT K,1998,May,28,37,SR,SR,1997,Dead,NA,1997,SR,1998,SR,No
WL,NVP,PLOT K,1990,July,29.1,38,SR,No.record,NA,SR,1991,1990,SR,1993,SR,Yes
WL,NVP,PLOT K,1991,July,29.1,38,SR,SR,1990,SR,1992,1990,SR,1993,SR,Yes
WL,NVP,PLOT K,1992,July,29.1,38,SR,SR,1991,SR,1993,1990,SR,1993,SR,Yes
WL,NVP,PLOT K,1993,May,29.1,38,SR,SR,1992,Dead,NA,1990,SR,1993,SR,No
WL,NVP,PLOT K,1993,July,29.2,39,SR,First.Appearance,NA,SR,1994,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1994,July,29.2,39,SR,SR,1993,SR,1995,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1995,July,29.2,39,SR,SR,1994,MR,1996,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1996,July,29.2,39,MR,SR,1995,SR,1997,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1997,July,29.2,39,SR,MR,1996,SR,1998,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1998,July,29.2,39,SR,SR,1997,SR,1999,1993,SR,1999,SR,Yes
WL,NVP,PLOT K,1999,July,29.2,39,SR,SR,1998,Dead,NA,1993,SR,1999,SR,No
WL,NVP,PLOT K,1990,July,30,40,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,NVP,PLOT K,1990,July,31,41,SR,No.record,NA,SR,1991,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1991,July,31,41,SR,SR,1990,SR,1992,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1992,May,31,41,SR,SR,1991,SR,1993,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1993,July,31,41,SR,SR,1992,SR,1994,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1994,July,31,41,SR,SR,1993,SR,1995,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1995,July,31,41,SR,SR,1994,SR,1996,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1996,July,31,41,SR,SR,1995,SR,1997,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1997,July,31,41,SR,SR,1996,SR,1998,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1998,July,31,41,SR,SR,1997,SR,1999,1990,SR,1999,SR,Yes
WL,NVP,PLOT K,1999,July,31,41,SR,SR,1998,Dead,NA,1990,SR,1999,SR,No
WL,NVP,PLOT K,1997,July,32.1,42,SR,First.Appearance,NA,Dead,NA,1997,SR,1997,SR,No
WL,NVP,PLOT K,1999,July,32.2,43,SR,First.Appearance,NA,Dead,NA,1999,SR,1999,SR,No
WL,NVP,PLOT K,1990,July,33,44,SR,No.record,NA,SR,1991,1990,SR,1991,SR,Yes
WL,NVP,PLOT K,1991,May,33,44,SR,SR,1990,Dead,NA,1990,SR,1991,SR,No
WL,NVP,PLOT K,2007,July,34,45,SR,First.Appearance,NA,SR,2008,2007,SR,2009,SR,Yes
WL,NVP,PLOT K,2008,June,34,45,SR,SR,2007,SR,2009,2007,SR,2009,SR,Yes
WL,NVP,PLOT K,2009,June,34,45,SR,SR,2008,NA,NA,2007,SR,2009,SR,NA
WL,NVP,PLOT K,1990,July,35,46,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,NVP,PLOT K,1990,July,36.1,47,SF,No.record,NA,Dead,NA,1990,SF,1990,SF,No
WL,NVP,PLOT K,1991,July,36.2,48,SR,First.Appearance,NA,SR,1992,1991,SR,1995,SF,Yes
WL,NVP,PLOT K,1992,July,36.2,48,SR,SR,1991,SR,1993,1991,SR,1995,SF,Yes
WL,NVP,PLOT K,1993,July,36.2,48,SR,SR,1992,SR,1994,1991,SR,1995,SF,Yes
WL,NVP,PLOT K,1994,July,36.2,48,SR,SR,1993,SF,1995,1991,SR,1995,SF,Yes
WL,NVP,PLOT K,1995,July,36.2,48,SF,SR,1994,Dead,NA,1991,SR,1995,SF,No
WL,NVP,PLOT K,1996,July,36.3,49,SR,First.Appearance,NA,SR,1997,1996,SR,1997,SR,Yes
WL,NVP,PLOT K,1997,July,36.3,49,SR,SR,1996,Dead,NA,1996,SR,1997,SR,No
WL,NVP,PLOT K,1990,July,37.1,50,SR,No.record,NA,MR,1991,1990,SR,1996,SR,Yes
WL,NVP,PLOT K,1991,July,37.1,50,MR,SR,1990,SR,1992,1990,SR,1996,SR,Yes
WL,NVP,PLOT K,1992,July,37.1,50,SR,MR,1991,SR,1993,1990,SR,1996,SR,Yes
WL,NVP,PLOT K,1993,July,37.1,50,SR,SR,1992,SR,1994,1990,SR,1996,SR,Yes
WL,NVP,PLOT K,1994,July,37.1,50,SR,SR,1993,MR,1995,1990,SR,1996,SR,Yes
WL,NVP,PLOT K,1995,July,37.1,50,MR,SR,1994,SR,1996,1990,SR,1996,SR,Yes
WL,NVP,PLOT K,1996,July,37.1,50,SR,MR,1995,Dead,NA,1990,SR,1996,SR,No
WL,NVP,PLOT K,1998,May,37.2,51,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,NVP,PLOT K,1999,July,37.3,52,SR,First.Appearance,NA,Dead,NA,1999,SR,1999,SR,No
WL,NVP,PLOT K,1990,July,38.1,53,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,NVP,PLOT K,1991,July,38.1,53,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,NVP,PLOT K,1992,July,38.1,53,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,NVP,PLOT K,1993,July,38.2,54,SR,First.Appearance,NA,SR,1994,1993,SR,1996,SF,Yes
WL,NVP,PLOT K,1994,July,38.2,54,SR,SR,1993,MR,1995,1993,SR,1996,SF,Yes
WL,NVP,PLOT K,1995,July,38.2,54,MR,SR,1994,SF,1996,1993,SR,1996,SF,Yes
WL,NVP,PLOT K,1996,July,38.2,54,SF,MR,1995,Dead,NA,1993,SR,1996,SF,No
WL,NVP,PLOT K,1997,July,38.3,55,MR,First.Appearance,NA,SR,1998,1997,MR,1998,SR,Yes
WL,NVP,PLOT K,1998,July,38.3,55,SR,MR,1997,Dead,NA,1997,MR,1998,SR,No
WL,NVP,PLOT K,1999,July,38.4,56,SR,First.Appearance,NA,Dead,NA,1999,SR,1999,SR,No
WL,NVP,PLOT K,2002,May,38.5,57,SR,First.Appearance,NA,SR,2003,2002,SR,2004,SR,Yes
WL,NVP,PLOT K,2003,June,38.5,57,SR,SR,2002,SR,2004,2002,SR,2004,SR,Yes
WL,NVP,PLOT K,2004,June,38.5,57,SR,SR,2003,Dead,NA,2002,SR,2004,SR,No
WL,NVP,PLOT K,2005,July,38.6,58,SR,First.Appearance,NA,SR,2006,2005,SR,2007,SR,Yes
WL,NVP,PLOT K,2006,July,38.6,58,SR,SR,2005,SR,2007,2005,SR,2007,SR,Yes
WL,NVP,PLOT K,2007,July,38.6,58,SR,SR,2006,Dead,NA,2005,SR,2007,SR,No
WL,NVP,PLOT K,1990,July,39.1,59,SR,No.record,NA,SR,1991,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1991,July,39.1,59,SR,SR,1990,SR,1992,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1992,July,39.1,59,SR,SR,1991,SR,1993,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1993,July,39.1,59,SR,SR,1992,SR,1994,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1994,July,39.1,59,SR,SR,1993,SR,1995,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1995,July,39.1,59,SR,SR,1994,SR,1996,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1996,July,39.1,59,SR,SR,1995,SR,1997,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1997,July,39.1,59,SR,SR,1996,SR,1998,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1998,July,39.1,59,SR,SR,1997,SR,1999,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,1999,May,39.1,59,SR,SR,1998,MR,2000,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,2000,May,39.1,59,MR,SR,1999,SR,2001,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,2001,May,39.1,59,SR,MR,2000,SR,2002,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,2002,May,39.1,59,SR,SR,2001,inactive,2003,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,2003,June,39.1,59,inactive,SR,2002,SR,2004,1990,SR,2004,SR,Yes
WL,NVP,PLOT K,2004,June,39.1,59,SR,inactive,2003,Dead,NA,1990,SR,2004,SR,No
WL,NVP,PLOT K,2007,July,39.2,60,SR,First.Appearance,NA,Dead,NA,2007,SR,2007,SR,No
WL,NVP,PLOT K,2008,June,39.3,61,SR,First.Appearance,NA,SR,2009,2008,SR,2009,SR,Yes
WL,NVP,PLOT K,2009,June,39.3,61,SR,SR,2008,NA,NA,2008,SR,2009,SR,NA
WL,NVP,PLOT K,1990,July,40.1,62,SR,No.record,NA,SR,1991,1990,SR,1995,SR,Yes
WL,NVP,PLOT K,1991,July,40.1,62,SR,SR,1990,MR,1992,1990,SR,1995,SR,Yes
WL,NVP,PLOT K,1992,July,40.1,62,MR,SR,1991,SR,1993,1990,SR,1995,SR,Yes
WL,NVP,PLOT K,1993,July,40.1,62,SR,MR,1992,SR,1994,1990,SR,1995,SR,Yes
WL,NVP,PLOT K,1994,July,40.1,62,SR,SR,1993,SR,1995,1990,SR,1995,SR,Yes
WL,NVP,PLOT K,1995,July,40.1,62,SR,SR,1994,Dead,NA,1990,SR,1995,SR,No
WL,NVP,PLOT K,1996,July,40.2,63,SR,First.Appearance,NA,Dead,NA,1996,SR,1996,SR,No
WL,NVP,PLOT K,1997,July,41.1,64,SR,First.Appearance,NA,SR,1998,1997,SR,1998,SR,Yes
WL,NVP,PLOT K,1998,May,41.1,64,SR,SR,1997,Dead,NA,1997,SR,1998,SR,No
WL,NVP,PLOT K,1998,July,41.2,65,SR,First.Appearance,NA,Dead,NA,1998,SR,1998,SR,No
WL,NVP,PLOT K,1999,July,41.3,66,SR,First.Appearance,NA,SR,2000,1999,SR,2000,SR,Yes
WL,NVP,PLOT K,2000,May,41.3,66,SR,SR,1999,Dead,NA,1999,SR,2000,SR,No
WL,NVP,PLOT K,2001,May,41.4,67,SR,First.Appearance,NA,SR,2002,2001,SR,2002,SR,Yes
WL,NVP,PLOT K,2002,May,41.4,67,SR,SR,2001,Dead,NA,2001,SR,2002,SR,No
WL,NVP,PLOT K,2003,June,41.5,68,SR,First.Appearance,NA,Dead,NA,2003,SR,2003,SR,No
WL,NVP,PLOT K,1990,July,42,69,SR,No.record,NA,Dead,NA,1990,SR,1990,SR,No
WL,NVP,PLOT K,1990,July,43.1,70,SR,No.record,NA,SR,1991,1990,SR,1992,SF,Yes
WL,NVP,PLOT K,1991,July,43.1,70,SR,SR,1990,SF,1992,1990,SR,1992,SF,Yes
WL,NVP,PLOT K,1992,July,43.1,70,SF,SR,1991,Dead,NA,1990,SR,1992,SF,No
WL,NVP,PLOT K,1993,July,43.2,71,SR,First.Appearance,NA,SR,1994,1993,SR,1995,SR,Yes
WL,NVP,PLOT K,1994,July,43.2,71,SR,SR,1993,SR,1995,1993,SR,1995,SR,Yes
WL,NVP,PLOT K,1995,May,43.2,71,SR,SR,1994,Dead,NA,1993,SR,1995,SR,No
WL,NVP,PLOT K,1990,July,44,72,SR,No.record,NA,SR,1991,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1991,July,44,72,SR,SR,1990,SR,1992,1990,SR,1992,SR,Yes
WL,NVP,PLOT K,1992,July,44,72,SR,SR,1991,Dead,NA,1990,SR,1992,SR,No
WL,NVP,PLOT K,1990,July,45.1,73,SR,No.record,NA,SR,1991,1990,SR,1993,SF,Yes
WL,NVP,PLOT K,1991,July,45.1,73,SR,SR,1990,SR,1992,1990,SR,1993,SF,Yes
WL,NVP,PLOT K,1992,July,45.1,73,SR,SR,1991,SF,1993,1990,SR,1993,SF,Yes
WL,NVP,PLOT K,1993,July,45.1,73,SF,SR,1992,Dead,NA,1990,SR,1993,SF,No
WL,NVP,PLOT K,1995,July,45.2,74,SR,First.Appearance,NA,SR,1996,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,1996,July,45.2,74,SR,SR,1995,SR,1997,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,1997,July,45.2,74,SR,SR,1996,SR,1998,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,1998,July,45.2,74,SR,SR,1997,SR,1999,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,1999,July,45.2,74,SR,SR,1998,SR,2000,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,2000,May,45.2,74,SR,SR,1999,inactive,2001,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,2001,May,45.2,74,inactive,SR,2000,SR,2002,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,2002,May,45.2,74,SR,inactive,2001,inactive,2003,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,2003,June,45.2,74,inactive,SR,2002,SR,2004,1995,SR,2004,SR,Yes
WL,NVP,PLOT K,2004,June,45.2,74,SR,inactive,2003,Dead,NA,1995,SR,2004,SR,No
WL,NVP,PLOT K,2005,July,45.3,75,SR,First.Appearance,NA,MR,2006,2005,SR,2008,SR,Yes
WL,NVP,PLOT K,2006,July,45.3,75,MR,SR,2005,SR,2007,2005,SR,2008,SR,Yes
WL,NVP,PLOT K,2007,July,45.3,75,SR,MR,2006,SR,2008,2005,SR,2008,SR,Yes
WL,NVP,PLOT K,2008,June,45.3,75,SR,SR,2007,Dead,NA,2005,SR,2008,SR,No
WL,NVP,PLOT K,1990,July,46.1,76,SR,No.record,NA,SR,1991,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1991,July,46.1,76,SR,SR,1990,inactive,1992,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1992,May,46.1,76,inactive,SR,1991,SR,1993,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1993,July,46.1,76,SR,inactive,1992,SR,1994,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1994,July,46.1,76,SR,SR,1993,SR,1995,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1995,July,46.1,76,SR,SR,1994,SR,1996,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1996,July,46.1,76,SR,SR,1995,SR,1997,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1997,July,46.1,76,SR,SR,1996,SR,1998,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1998,July,46.1,76,SR,SR,1997,SR,1999,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,1999,July,46.1,76,SR,SR,1998,SR,2000,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,2000,May,46.1,76,SR,SR,1999,inactive,2001,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,2001,May,46.1,76,inactive,SR,2000,SR,2002,1990,SR,2002,SR,Yes
WL,NVP,PLOT K,2002,May,46.1,76,SR,inactive,2001,Dead,NA,1990,SR,2002,SR,No
WL,NVP,PLOT K,2002,June,46.2,77,SR,First.Appearance,NA,Dead,NA,2002,SR,2002,SR,No
WL,NVP,PLOT K,1990,July,47.1,78,SR,No.record,NA,SR,1991,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1991,July,47.1,78,SR,SR,1990,SR,1992,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1992,July,47.1,78,SR,SR,1991,SR,1993,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1993,July,47.1,78,SR,SR,1992,SR,1994,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1994,July,47.1,78,SR,SR,1993,SR,1995,1990,SR,1998,SR,Yes
WL,NVP,PLOT K,1995,July,47.1,78,SR,SR,1994,SR,1996,1990,SR,1998,SR,Yes
